jahr;straftat_code;straftat_bezeichnung;nationalitaet;tatverdaechtige
1990;3**700;Einfacher Diebstahl von/aus Automaten;Gesamt;1365
1991;3**700;Einfacher Diebstahl von/aus Automaten;Gesamt;1163
1992;3**700;Einfacher Diebstahl von/aus Automaten;Gesamt;1247
1993;3**700;Einfacher Diebstahl von/aus Automaten;Gesamt;1504
1994;3**700;Einfacher Diebstahl von/aus Automaten;Gesamt;1477
1995;3**700;Einfacher Diebstahl von/aus Automaten;Gesamt;1519
1996;3**700;Einfacher Diebstahl von/aus Automaten;Gesamt;1489
1997;3**700;Einfacher Diebstahl von/aus Automaten;Gesamt;1494
1998;3**700;Einfacher Diebstahl von/aus Automaten;Gesamt;1333
1999;3**700;Einfacher Diebstahl von/aus Automaten;Gesamt;1279
2000;3**700;Einfacher Diebstahl von/aus Automaten;Gesamt;1167
2001;3**700;Einfacher Diebstahl von/aus Automaten;Gesamt;1199
2002;3**700;Einfacher Diebstahl von/aus Automaten;Gesamt;1868
2003;3**700;Einfacher Diebstahl von/aus Automaten;Gesamt;1137
2004;3**700;Einfacher Diebstahl von/aus Automaten;Gesamt;1164
2005;3**700;Einfacher Diebstahl von/aus Automaten;Gesamt;1151
2006;3**700;Einfacher Diebstahl von/aus Automaten;Gesamt;1208
2007;3**700;Einfacher Diebstahl von/aus Automaten;Gesamt;980
2008;3**700;Einfacher Diebstahl von/aus Automaten;Gesamt;961
2009;3**700;Einfacher Diebstahl von/aus Automaten;Gesamt;807
2010;3**700;Einfacher Diebstahl von/aus Automaten;Gesamt;718
2011;3**700;Einfacher Diebstahl von/aus Automaten;Gesamt;614
2012;3**700;Einfacher Diebstahl von/aus Automaten;Gesamt;686
2013;3**700;Einfacher Diebstahl von/aus Automaten;Gesamt;622
2014;3**700;Einfacher Diebstahl von/aus Automaten;Gesamt;674
2015;3**700;Einfacher Diebstahl von/aus Automaten;Gesamt;671
2016;3**700;Einfacher Diebstahl von/aus Automaten;Gesamt;625
2017;3**700;Einfacher Diebstahl von/aus Automaten;Gesamt;579
2018;3**700;Einfacher Diebstahl von/aus Automaten;Gesamt;568
2019;3**700;Einfacher Diebstahl von/aus Automaten;Gesamt;532
2020;3**700;Einfacher Diebstahl von/aus Automaten;Gesamt;407
2021;3**700;Einfacher Diebstahl von/aus Automaten;Gesamt;296
2022;3**700;Einfacher Diebstahl von/aus Automaten;Gesamt;432
2023;3**700;Einfacher Diebstahl von/aus Automaten;Gesamt;351
2024;3**700;Einfacher Diebstahl von/aus Automaten;Gesamt;394
1987;3**800;Einfacher Diebstahl von Antiquitäten, Kunst- und sakralen Gegenständen;Gesamt;427
1988;3**800;Einfacher Diebstahl von Antiquitäten, Kunst- und sakralen Gegenständen;Gesamt;358
1989;3**800;Einfacher Diebstahl von Antiquitäten, Kunst- und sakralen Gegenständen;Gesamt;388
1990;3**800;Einfacher Diebstahl von Antiquitäten, Kunst- und sakralen Gegenständen;Gesamt;369
1991;3**800;Einfacher Diebstahl von Antiquitäten, Kunst- und sakralen Gegenständen;Gesamt;408
1992;3**800;Einfacher Diebstahl von Antiquitäten, Kunst- und sakralen Gegenständen;Gesamt;399
1993;3**800;Einfacher Diebstahl von Antiquitäten, Kunst- und sakralen Gegenständen;Gesamt;376
1994;3**800;Einfacher Diebstahl von Antiquitäten, Kunst- und sakralen Gegenständen;Gesamt;368
1995;3**800;Einfacher Diebstahl von Antiquitäten, Kunst- und sakralen Gegenständen;Gesamt;395
1996;3**800;Einfacher Diebstahl von Antiquitäten, Kunst- und sakralen Gegenständen;Gesamt;372
1997;3**800;Einfacher Diebstahl von Antiquitäten, Kunst- und sakralen Gegenständen;Gesamt;436
1998;3**800;Einfacher Diebstahl von Antiquitäten, Kunst- und sakralen Gegenständen;Gesamt;403
1999;3**800;Einfacher Diebstahl von Antiquitäten, Kunst- und sakralen Gegenständen;Gesamt;406
2000;3**800;Einfacher Diebstahl von Antiquitäten, Kunst- und sakralen Gegenständen;Gesamt;347
2001;3**800;Einfacher Diebstahl von Antiquitäten, Kunst- und sakralen Gegenständen;Gesamt;349
2002;3**800;Einfacher Diebstahl von Antiquitäten, Kunst- und sakralen Gegenständen;Gesamt;319
2003;3**800;Einfacher Diebstahl von Antiquitäten, Kunst- und sakralen Gegenständen;Gesamt;299
2004;3**800;Einfacher Diebstahl von Antiquitäten, Kunst- und sakralen Gegenständen;Gesamt;321
2005;3**800;Einfacher Diebstahl von Antiquitäten, Kunst- und sakralen Gegenständen;Gesamt;360
2006;3**800;Einfacher Diebstahl von Antiquitäten, Kunst- und sakralen Gegenständen;Gesamt;336
2007;3**800;Einfacher Diebstahl von Antiquitäten, Kunst- und sakralen Gegenständen;Gesamt;328
2008;3**800;Einfacher Diebstahl von Antiquitäten, Kunst- und sakralen Gegenständen;Gesamt;331
2009;3**800;Einfacher Diebstahl von Antiquitäten, Kunst- und sakralen Gegenständen;Gesamt;303
2010;3**800;Einfacher Diebstahl von Antiquitäten, Kunst- und sakralen Gegenständen;Gesamt;265
2011;3**800;Einfacher Diebstahl von Antiquitäten, Kunst- und sakralen Gegenständen;Gesamt;255
2012;3**800;Einfacher Diebstahl von Antiquitäten, Kunst- und sakralen Gegenständen;Gesamt;276
2013;3**800;Einfacher Diebstahl von Antiquitäten, Kunst- und sakralen Gegenständen;Gesamt;243
2014;3**800;Einfacher Diebstahl von Antiquitäten, Kunst- und sakralen Gegenständen;Gesamt;231
2015;3**800;Einfacher Diebstahl von Antiquitäten, Kunst- und sakralen Gegenständen;Gesamt;208
2016;3**800;Einfacher Diebstahl von Antiquitäten, Kunst- und sakralen Gegenständen;Gesamt;196
2017;3**800;Einfacher Diebstahl von Antiquitäten, Kunst- und sakralen Gegenständen;Gesamt;167
2018;3**800;Einfacher Diebstahl von Antiquitäten, Kunst- und sakralen Gegenständen;Gesamt;145
2019;3**800;Einfacher Diebstahl von Antiquitäten, Kunst- und sakralen Gegenständen;Gesamt;169
2020;3**800;Einfacher Diebstahl von Antiquitäten, Kunst- und sakralen Gegenständen;Gesamt;203
2021;3**800;Einfacher Diebstahl von Antiquitäten, Kunst- und sakralen Gegenständen;Gesamt;162
2022;3**800;Einfacher Diebstahl von Antiquitäten, Kunst- und sakralen Gegenständen;Gesamt;164
2023;3**800;Einfacher Diebstahl von Antiquitäten, Kunst- und sakralen Gegenständen;Gesamt;150
2024;3**800;Einfacher Diebstahl von Antiquitäten, Kunst- und sakralen Gegenständen;Gesamt;126
1987;305*00;Einfacher Diebstahl in/aus Banken, Sparkassen, Postfilialen und -agenturen und dergleichen;Gesamt;223
1988;305*00;Einfacher Diebstahl in/aus Banken, Sparkassen, Postfilialen und -agenturen und dergleichen;Gesamt;222
1989;305*00;Einfacher Diebstahl in/aus Banken, Sparkassen, Postfilialen und -agenturen und dergleichen;Gesamt;234
1990;305*00;Einfacher Diebstahl in/aus Banken, Sparkassen, Postfilialen und -agenturen und dergleichen;Gesamt;221
1991;305*00;Einfacher Diebstahl in/aus Banken, Sparkassen, Postfilialen und -agenturen und dergleichen;Gesamt;258
1992;305*00;Einfacher Diebstahl in/aus Banken, Sparkassen, Postfilialen und -agenturen und dergleichen;Gesamt;330
1993;305*00;Einfacher Diebstahl in/aus Banken, Sparkassen, Postfilialen und -agenturen und dergleichen;Gesamt;549
1994;305*00;Einfacher Diebstahl in/aus Banken, Sparkassen, Postfilialen und -agenturen und dergleichen;Gesamt;424
1995;305*00;Einfacher Diebstahl in/aus Banken, Sparkassen, Postfilialen und -agenturen und dergleichen;Gesamt;414
1996;305*00;Einfacher Diebstahl in/aus Banken, Sparkassen, Postfilialen und -agenturen und dergleichen;Gesamt;456
1997;305*00;Einfacher Diebstahl in/aus Banken, Sparkassen, Postfilialen und -agenturen und dergleichen;Gesamt;488
1998;305*00;Einfacher Diebstahl in/aus Banken, Sparkassen, Postfilialen und -agenturen und dergleichen;Gesamt;477
1999;305*00;Einfacher Diebstahl in/aus Banken, Sparkassen, Postfilialen und -agenturen und dergleichen;Gesamt;482
2000;305*00;Einfacher Diebstahl in/aus Banken, Sparkassen, Postfilialen und -agenturen und dergleichen;Gesamt;548
2001;305*00;Einfacher Diebstahl in/aus Banken, Sparkassen, Postfilialen und -agenturen und dergleichen;Gesamt;525
2002;305*00;Einfacher Diebstahl in/aus Banken, Sparkassen, Postfilialen und -agenturen und dergleichen;Gesamt;629
2003;305*00;Einfacher Diebstahl in/aus Banken, Sparkassen, Postfilialen und -agenturen und dergleichen;Gesamt;687
2004;305*00;Einfacher Diebstahl in/aus Banken, Sparkassen, Postfilialen und -agenturen und dergleichen;Gesamt;734
2005;305*00;Einfacher Diebstahl in/aus Banken, Sparkassen, Postfilialen und -agenturen und dergleichen;Gesamt;831
2006;305*00;Einfacher Diebstahl in/aus Banken, Sparkassen, Postfilialen und -agenturen und dergleichen;Gesamt;865
2007;305*00;Einfacher Diebstahl in/aus Banken, Sparkassen, Postfilialen und -agenturen und dergleichen;Gesamt;878
2008;305*00;Einfacher Diebstahl in/aus Banken, Sparkassen, Postfilialen und -agenturen und dergleichen;Gesamt;761
2009;305*00;Einfacher Diebstahl in/aus Banken, Sparkassen, Postfilialen und -agenturen und dergleichen;Gesamt;768
2010;305*00;Einfacher Diebstahl in/aus Banken, Sparkassen, Postfilialen und -agenturen und dergleichen;Gesamt;810
2011;305*00;Einfacher Diebstahl in/aus Banken, Sparkassen, Postfilialen und -agenturen und dergleichen;Gesamt;840
2012;305*00;Einfacher Diebstahl in/aus Banken, Sparkassen, Postfilialen und -agenturen und dergleichen;Gesamt;909
2013;305*00;Einfacher Diebstahl in/aus Banken, Sparkassen, Postfilialen und -agenturen und dergleichen;Gesamt;1183
2014;305*00;Einfacher Diebstahl in/aus Banken, Sparkassen, Postfilialen und -agenturen und dergleichen;Gesamt;1087
2015;305*00;Einfacher Diebstahl in/aus Banken, Sparkassen, Postfilialen und -agenturen und dergleichen;Gesamt;1062
2016;305*00;Einfacher Diebstahl in/aus Banken, Sparkassen, Postfilialen und -agenturen und dergleichen;Gesamt;999
2017;305*00;Einfacher Diebstahl in/aus Banken, Sparkassen, Postfilialen und -agenturen und dergleichen;Gesamt;1058
2018;305*00;Einfacher Diebstahl in/aus Banken, Sparkassen, Postfilialen und -agenturen und dergleichen;Gesamt;995
2019;305*00;Einfacher Diebstahl in/aus Banken, Sparkassen, Postfilialen und -agenturen und dergleichen;Gesamt;1033
2020;305*00;Einfacher Diebstahl in/aus Banken, Sparkassen, Postfilialen und -agenturen und dergleichen;Gesamt;895
2021;305*00;Einfacher Diebstahl in/aus Banken, Sparkassen, Postfilialen und -agenturen und dergleichen;Gesamt;718
2022;305*00;Einfacher Diebstahl in/aus Banken, Sparkassen, Postfilialen und -agenturen und dergleichen;Gesamt;673
2023;305*00;Einfacher Diebstahl in/aus Banken, Sparkassen, Postfilialen und -agenturen und dergleichen;Gesamt;624
2024;305*00;Einfacher Diebstahl in/aus Banken, Sparkassen, Postfilialen und -agenturen und dergleichen;Gesamt;538
1987;310*00;Einfacher Diebstahl in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen;Gesamt;11119
1988;310*00;Einfacher Diebstahl in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen;Gesamt;10958
1989;310*00;Einfacher Diebstahl in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen;Gesamt;10834
1990;310*00;Einfacher Diebstahl in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen;Gesamt;10766
1991;310*00;Einfacher Diebstahl in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen;Gesamt;11520
1992;310*00;Einfacher Diebstahl in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen;Gesamt;11505
1993;310*00;Einfacher Diebstahl in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen;Gesamt;12631
1994;310*00;Einfacher Diebstahl in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen;Gesamt;12435
1995;310*00;Einfacher Diebstahl in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen;Gesamt;13464
1996;310*00;Einfacher Diebstahl in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen;Gesamt;14177
1997;310*00;Einfacher Diebstahl in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen;Gesamt;14750
1998;310*00;Einfacher Diebstahl in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen;Gesamt;15213
1999;310*00;Einfacher Diebstahl in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen;Gesamt;15080
2000;310*00;Einfacher Diebstahl in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen;Gesamt;15530
2001;310*00;Einfacher Diebstahl in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen;Gesamt;14894
2002;310*00;Einfacher Diebstahl in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen;Gesamt;15245
2003;310*00;Einfacher Diebstahl in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen;Gesamt;15354
2004;310*00;Einfacher Diebstahl in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen;Gesamt;15862
2005;310*00;Einfacher Diebstahl in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen;Gesamt;15150
2006;310*00;Einfacher Diebstahl in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen;Gesamt;15500
2007;310*00;Einfacher Diebstahl in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen;Gesamt;15122
2008;310*00;Einfacher Diebstahl in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen;Gesamt;13957
2009;310*00;Einfacher Diebstahl in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen;Gesamt;12724
2010;310*00;Einfacher Diebstahl in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen;Gesamt;12110
2011;310*00;Einfacher Diebstahl in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen;Gesamt;12131
2012;310*00;Einfacher Diebstahl in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen;Gesamt;11696
2013;310*00;Einfacher Diebstahl in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen;Gesamt;11195
2014;310*00;Einfacher Diebstahl in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen;Gesamt;10428
2015;310*00;Einfacher Diebstahl in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen;Gesamt;9638
2016;310*00;Einfacher Diebstahl in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen;Gesamt;9121
2017;310*00;Einfacher Diebstahl in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen;Gesamt;8633
2018;310*00;Einfacher Diebstahl in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen;Gesamt;8046
2019;310*00;Einfacher Diebstahl in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen;Gesamt;7782
2020;310*00;Einfacher Diebstahl in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen;Gesamt;6901
2021;310*00;Einfacher Diebstahl in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen;Gesamt;5747
2022;310*00;Einfacher Diebstahl in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen;Gesamt;6610
2023;310*00;Einfacher Diebstahl in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen;Gesamt;6834
2024;310*00;Einfacher Diebstahl in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen;Gesamt;6190
1987;315*00;Einfacher Diebstahl in/aus Gaststätten, Kantinen, Hotels und Pensionen;Gesamt;8595
1988;315*00;Einfacher Diebstahl in/aus Gaststätten, Kantinen, Hotels und Pensionen;Gesamt;8065
1989;315*00;Einfacher Diebstahl in/aus Gaststätten, Kantinen, Hotels und Pensionen;Gesamt;7628
1990;315*00;Einfacher Diebstahl in/aus Gaststätten, Kantinen, Hotels und Pensionen;Gesamt;7105
1991;315*00;Einfacher Diebstahl in/aus Gaststätten, Kantinen, Hotels und Pensionen;Gesamt;6673
1992;315*00;Einfacher Diebstahl in/aus Gaststätten, Kantinen, Hotels und Pensionen;Gesamt;6311
1993;315*00;Einfacher Diebstahl in/aus Gaststätten, Kantinen, Hotels und Pensionen;Gesamt;6797
1994;315*00;Einfacher Diebstahl in/aus Gaststätten, Kantinen, Hotels und Pensionen;Gesamt;6255
1995;315*00;Einfacher Diebstahl in/aus Gaststätten, Kantinen, Hotels und Pensionen;Gesamt;6204
1996;315*00;Einfacher Diebstahl in/aus Gaststätten, Kantinen, Hotels und Pensionen;Gesamt;6260
1997;315*00;Einfacher Diebstahl in/aus Gaststätten, Kantinen, Hotels und Pensionen;Gesamt;6142
1998;315*00;Einfacher Diebstahl in/aus Gaststätten, Kantinen, Hotels und Pensionen;Gesamt;6238
1999;315*00;Einfacher Diebstahl in/aus Gaststätten, Kantinen, Hotels und Pensionen;Gesamt;6422
2000;315*00;Einfacher Diebstahl in/aus Gaststätten, Kantinen, Hotels und Pensionen;Gesamt;6671
2001;315*00;Einfacher Diebstahl in/aus Gaststätten, Kantinen, Hotels und Pensionen;Gesamt;6582
2002;315*00;Einfacher Diebstahl in/aus Gaststätten, Kantinen, Hotels und Pensionen;Gesamt;6638
2003;315*00;Einfacher Diebstahl in/aus Gaststätten, Kantinen, Hotels und Pensionen;Gesamt;7023
2004;315*00;Einfacher Diebstahl in/aus Gaststätten, Kantinen, Hotels und Pensionen;Gesamt;7387
2005;315*00;Einfacher Diebstahl in/aus Gaststätten, Kantinen, Hotels und Pensionen;Gesamt;6925
2006;315*00;Einfacher Diebstahl in/aus Gaststätten, Kantinen, Hotels und Pensionen;Gesamt;6621
2007;315*00;Einfacher Diebstahl in/aus Gaststätten, Kantinen, Hotels und Pensionen;Gesamt;6547
2008;315*00;Einfacher Diebstahl in/aus Gaststätten, Kantinen, Hotels und Pensionen;Gesamt;6714
2009;315*00;Einfacher Diebstahl in/aus Gaststätten, Kantinen, Hotels und Pensionen;Gesamt;6421
2010;315*00;Einfacher Diebstahl in/aus Gaststätten, Kantinen, Hotels und Pensionen;Gesamt;6527
2011;315*00;Einfacher Diebstahl in/aus Gaststätten, Kantinen, Hotels und Pensionen;Gesamt;6332
2012;315*00;Einfacher Diebstahl in/aus Gaststätten, Kantinen, Hotels und Pensionen;Gesamt;6551
2013;315*00;Einfacher Diebstahl in/aus Gaststätten, Kantinen, Hotels und Pensionen;Gesamt;6595
2014;315*00;Einfacher Diebstahl in/aus Gaststätten, Kantinen, Hotels und Pensionen;Gesamt;6277
2015;315*00;Einfacher Diebstahl in/aus Gaststätten, Kantinen, Hotels und Pensionen;Gesamt;5900
2016;315*00;Einfacher Diebstahl in/aus Gaststätten, Kantinen, Hotels und Pensionen;Gesamt;5650
2017;315*00;Einfacher Diebstahl in/aus Gaststätten, Kantinen, Hotels und Pensionen;Gesamt;5134
2018;315*00;Einfacher Diebstahl in/aus Gaststätten, Kantinen, Hotels und Pensionen;Gesamt;4413
2019;315*00;Einfacher Diebstahl in/aus Gaststätten, Kantinen, Hotels und Pensionen;Gesamt;4176
2020;315*00;Einfacher Diebstahl in/aus Gaststätten, Kantinen, Hotels und Pensionen;Gesamt;2942
2021;315*00;Einfacher Diebstahl in/aus Gaststätten, Kantinen, Hotels und Pensionen;Gesamt;1714
2022;315*00;Einfacher Diebstahl in/aus Gaststätten, Kantinen, Hotels und Pensionen;Gesamt;2778
2023;315*00;Einfacher Diebstahl in/aus Gaststätten, Kantinen, Hotels und Pensionen;Gesamt;3282
2024;315*00;Einfacher Diebstahl in/aus Gaststätten, Kantinen, Hotels und Pensionen;Gesamt;3011
1987;320*00;in/aus Kiosken;Gesamt;664
1988;320*00;in/aus Kiosken;Gesamt;618
1989;320*00;in/aus Kiosken;Gesamt;632
1990;320*00;in/aus Kiosken;Gesamt;628
1991;320*00;in/aus Kiosken;Gesamt;659
1992;320*00;in/aus Kiosken;Gesamt;637
1993;320*00;in/aus Kiosken;Gesamt;919
1994;320*00;in/aus Kiosken;Gesamt;863
1995;320*00;in/aus Kiosken;Gesamt;826
1996;320*00;in/aus Kiosken;Gesamt;918
1997;320*00;in/aus Kiosken;Gesamt;769
1998;320*00;in/aus Kiosken;Gesamt;830
1999;320*00;in/aus Kiosken;Gesamt;763
2000;320*00;in/aus Kiosken;Gesamt;738
2001;320*00;in/aus Kiosken;Gesamt;765
2002;320*00;in/aus Kiosken;Gesamt;728
2003;320*00;in/aus Kiosken;Gesamt;775
2004;320*00;in/aus Kiosken;Gesamt;772
2005;320*00;in/aus Kiosken;Gesamt;569
2006;320*00;in/aus Kiosken;Gesamt;589
2007;320*00;in/aus Kiosken;Gesamt;549
2008;320*00;in/aus Kiosken;Gesamt;614
2009;320*00;in/aus Kiosken;Gesamt;616
2010;320*00;in/aus Kiosken;Gesamt;617
1987;325*00;in/aus Warenhäusern, Verkaufsräumen, Selbstbedienungsläden darunter:;Gesamt;295901
1988;325*00;in/aus Warenhäusern, Verkaufsräumen, Selbstbedienungsläden darunter:;Gesamt;298149
1989;325*00;in/aus Warenhäusern, Verkaufsräumen, Selbstbedienungsläden darunter:;Gesamt;319458
1990;325*00;in/aus Warenhäusern, Verkaufsräumen, Selbstbedienungsläden darunter:;Gesamt;388904
1991;325*00;in/aus Warenhäusern, Verkaufsräumen, Selbstbedienungsläden darunter:;Gesamt;389099
1992;325*00;in/aus Warenhäusern, Verkaufsräumen, Selbstbedienungsläden darunter:;Gesamt;434304
1993;325*00;in/aus Warenhäusern, Verkaufsräumen, Selbstbedienungsläden darunter:;Gesamt;562848
1994;325*00;in/aus Warenhäusern, Verkaufsräumen, Selbstbedienungsläden darunter:;Gesamt;513652
1995;325*00;in/aus Warenhäusern, Verkaufsräumen, Selbstbedienungsläden darunter:;Gesamt;528454
1996;325*00;in/aus Warenhäusern, Verkaufsräumen, Selbstbedienungsläden darunter:;Gesamt;564698
1997;325*00;in/aus Warenhäusern, Verkaufsräumen, Selbstbedienungsläden darunter:;Gesamt;569892
1998;325*00;in/aus Warenhäusern, Verkaufsräumen, Selbstbedienungsläden darunter:;Gesamt;557545
1999;325*00;in/aus Warenhäusern, Verkaufsräumen, Selbstbedienungsläden darunter:;Gesamt;505591
2000;325*00;in/aus Warenhäusern, Verkaufsräumen, Selbstbedienungsläden darunter:;Gesamt;477848
2001;325*00;in/aus Warenhäusern, Verkaufsräumen, Selbstbedienungsläden darunter:;Gesamt;461956
2002;325*00;in/aus Warenhäusern, Verkaufsräumen, Selbstbedienungsläden darunter:;Gesamt;468060
2003;325*00;in/aus Warenhäusern, Verkaufsräumen, Selbstbedienungsläden darunter:;Gesamt;445118
2004;325*00;in/aus Warenhäusern, Verkaufsräumen, Selbstbedienungsläden darunter:;Gesamt;424440
